poi_id,name,region,locality,longitude,latitude,category_level1,category_level2,category_level3,rating,rating_count,traffic_score,time_spent,weekday_avg_popularity,weekend_avg_popularity,afternoon_avg,evening_avg,morning_avg,night_avg,max_popularity,peak_hour,peak_day,popularity_variance
2516,Travelustaad.com,Islamabad Capital Territory,Islamabad,73.1674093,33.61650891,Travel & Lodging,Travel Agencies,Travel agency,4.5,70,27,Unknown,40.87325,42.22916667,78.54885714,40.55571429,36.48690476,21.97642857,96.53,14,Friday,23.08626927
2517,Salaar Wasim Travels & Tours Lodhran,Pakistan,Lodhrān,71.6446068,29.54719515,Travel & Lodging,Travel Agencies,Travel agency,4.9,76,24.71,Unknown,63.46283333,68.41625,65.80285714,77.65285714,58.14404762,61.36642857,97.94,21,Friday,11.41671623
2518,Pak Tours Services,Block H,Islamabad,73.05976061,33.71216719,Travel & Lodging,Travel Agencies,Tour operator,5,11,34.67,Unknown,34.08208333,35.85708333,75.00771429,21.61914286,37.18714286,15.48553571,100,12,Friday,25.68948761
2519,Flying World Traval Agency Pakpattan,Pakistan,Traval,73.38023997,30.3495027,Travel & Lodging,Travel Agencies,Travel agency,4.3,3,28.83,Unknown,39.4065,42.08083333,77.58228571,40.11514286,35.14238095,20.59410714,100,15,Friday,23.57577194
2520,CITI Tours & Travel,Pakistan,Lahore,74.34638847,31.50214156,Travel & Lodging,Travel Agencies,Tour agency,5,14,27.43,Unknown,34.67733333,36.674375,75.516,23.29714286,36.70785714,16.45464286,100,13,Saturday,25.82599936
2521,Travel with HUMSAFAR,UC-11 Metroville Colony,Karachi,67.10079886,24.94647434,Travel & Lodging,Travel Agencies,Travel agency,5,1,25.71,Unknown,63.28316667,66.77604167,64.69628571,77.38028571,57.93119048,60.59714286,98.75,19,Saturday,10.61244103
2522,Ansar travel and tours,Swat Metropolitan Area,Talash,71.87153473,34.74027862,Travel & Lodging,Travel Agencies,Travel agency,5,7,31.57,Unknown,33.78391667,34.46541667,74.27857143,23.13342857,34.90047619,14.87803571,100,13,Friday,25.88755086
2523,Muhammad Ali Ahmad Goods Transport,Sindh,Nawabshah,68.42826593,26.25686314,Travel & Lodging,Travel Agencies,Transportation service,3.5,16,34.29,Unknown,64.18216667,66.564375,64.85771429,78.29771429,59.4897619,60.49892857,100,19,Saturday,10.92231145
2524,AQIL TRAVEL AGENCY,Swabi Tehsil,Shewa,72.31873154,34.21454426,Travel & Lodging,Travel Agencies,Travel agency,5,1,22.71,Unknown,62.46433333,67.27791667,63.76457143,76.72371429,57.82952381,60.34160714,100,20,Friday,10.74109657
2525,Ultimate Adventure Tour,Sakwar,Gilgit,74.38842159,35.88019311,Travel & Lodging,Travel Agencies,Tour agency,5,6,24,Unknown,40.92383333,42.2925,77.55771429,40.29428571,38.01190476,21.77821429,96.82,15,Saturday,22.75823081
2526,Sajjad Sultan Travel and Tours,Pakistan,Haroonabad,73.14418158,29.60811914,Travel & Lodging,Travel Agencies,Travel agency,4.9,16,29.71,Unknown,63.56783333,68.71479167,65.28542857,77.24028571,59.875,61.13035714,98.15,20,Saturday,10.5866107
2527,Sky Blue travel agency & real estate,Pakistan,Haroonabad,73.12861194,29.60793035,Travel & Lodging,Travel Agencies,Travel agency,5,10,29.57,Unknown,53.72808333,57.37916667,57.402,69.46971429,48.37452381,48.73803571,93.51,19,Saturday,11.93462743
2528,Black Glacier Tours Pvt Ltd,Hunza Nagar,Hunza,74.86424568,36.40737043,Travel & Lodging,Travel Agencies,Tour agency,5,2,38.14,Unknown,33.78241667,36.21,75.19085714,21.79542857,35.47595238,16.20464286,100,12,Saturday,25.6056999
2529,TourdeGB,Hunza Nagar,Karimabad,74.66865054,36.31570153,Travel & Lodging,Travel Agencies,Tour operator,5,3,31.86,Unknown,63.03841667,68.05645833,65.75371429,77.32742857,57.49190476,60.87178571,98.37,20,Saturday,11.1960002
2530,Salt Range Tourism,Pakistan,Choa Saidan Shah,72.97877119,32.71994572,Travel & Lodging,Travel Agencies,Tourist information center,4.5,44,41,People typically spend up to 1.5 hours here,54.05316667,56.20666667,57.33571429,69.14542857,48.57261905,48.52517857,87.26,19,Saturday,11.38223203
2531,SA Travels & Tours .rent a car,Pakistan,Alipur,70.91045358,29.38173513,Travel & Lodging,Travel Agencies,Travel agency,5,1,22,Unknown,40.49725,42.70833333,77.622,39.412,37.04952381,22.45357143,96.82,15,Saturday,22.74316423
2532,Tripways,Pakistan,Lahore,74.32107165,31.46751862,Travel & Lodging,Travel Agencies,Tour agency,5,4,39,Unknown,63.3645,67.79854167,65.58142857,77.89914286,58.55642857,60.30142857,100,19,Friday,11.50080278
2533,Hello Mountains,Gilgit,Danyor,74.37652782,35.92111012,Travel & Lodging,Travel Agencies,Travel agency,5,7,31.83,Unknown,33.82641667,36.34791667,76.95885714,20.67657143,36.91190476,14.93446429,100,13,Friday,26.93930426
2534,Pakistan Dream Destination Tours,Kashrote,Gilgit,74.32596418,35.92047237,Travel & Lodging,Travel Agencies,Tour operator,5,11,28.14,Unknown,39.856,42.14770833,79.74914286,38.68114286,37.07952381,19.70375,100,13,Friday,24.4056407
2535,TUSHMIT TRAVEL,Punjab,Gujrat,74.07320363,32.55810327,Travel & Lodging,Travel Agencies,Travel agency,3.7,3,32.86,People typically spend up to 4 hours here,34.05433333,36.4,75.23114286,22.03285714,35.6202381,16.66839286,100,13,Saturday,25.70193578
2536,AL QAYYUM TRAVELS,Punjab,Bahawalpur,71.66800217,29.39085236,Travel & Lodging,Travel Agencies,Travel agency,3.3,6,28.14,Unknown,35.22058333,35.240625,75.30371429,23.08228571,37.04333333,16.40517857,100,13,Friday,25.61103305
2537,Pak Travelog,Block H,Islamabad,73.05902815,33.71225842,Travel & Lodging,Travel Agencies,Travel agency,4.1,96,27.29,Unknown,55.18416667,57.484375,57.99,70.39514286,49.61190476,50.07446429,91.26,19,Saturday,11.57833461
2538,Hadi Travels (Pvt)Ltd.,UC-8 Saddar,Karachi,67.01780581,24.85548166,Travel & Lodging,Travel Agencies,Travel agency,3.8,21,27.57,Unknown,63.90083333,66.955625,65.90285714,78.56228571,58.52809524,60.13410714,99.57,20,Friday,10.9514607
2539,THE VISION TRAVEL,Sabzazar Housing Scheme Phase 1 & 2,Lahore,74.26494682,31.51547985,Travel & Lodging,Travel Agencies,Travel agency,4.5,159,61.17,People typically spend up to 1 hour here,63.83983333,67.73645833,65.04685714,77.90857143,59.15928571,61.14285714,98.51,20,Saturday,11.16693468
2540,Kkh adventure pakistan,South Asia,Skardu,75.45060016,35.42617683,Travel & Lodging,Travel Agencies,Travel agency,5,3,28.29,Unknown,41.05783333,42.58958333,79.36371429,40.33342857,37.24190476,21.74428571,98.45,13,Friday,23.85426689
2541,Shaheen express chach interchange شاہین ایکسپریس چھچھ انٹرچینج,Punjab,Nartopa,72.50710714,33.92924494,Travel & Lodging,Travel Agencies,Transportation service,4.8,24,32.57,Unknown,54.82033333,57.76583333,58.49571429,70.51628571,49.23928571,49.42375,91.1,18,Friday,11.80575775
2542,Uforia Tours,Sector B,Lahore,74.44088365,31.47398355,Travel & Lodging,Travel Agencies,Travel agency,5,22,29.43,Unknown,63.42466667,67.36354167,64.86028571,78.04057143,57.755,61.02089286,97.67,17,Friday,11.51062558
2543,TOURISTA TRAVEL AND TOURS (PRIVATE) LIMITED,Pakistan,Lahore,74.42316668,31.46065968,Travel & Lodging,Travel Agencies,Tour agency,5,14,26.43,Unknown,63.47708333,67.50479167,66.71942857,76.64885714,58.50619048,60.39875,92.12,20,Saturday,10.50509732
2544,Arsh Travel & Tourism,Punjab Small Industries Cooperative Housing Society,Lahore,74.41212971,31.47157535,Travel & Lodging,Travel Agencies,Travel agency,5,2,34,Unknown,34.25791667,37.11875,76.826,22.91628571,36.385,15.59821429,100,14,Friday,26.12259512
2545,The Chief Travels,Pakistan,Lahore,74.29988188,31.4747287,Travel & Lodging,Travel Agencies,Travel agency,5,2,33.5,Unknown,40.71641667,42.519375,78.69,40.92914286,37.9097619,20.50035714,100,14,Friday,23.85927126
2546,High Hills Tours,Pakistan,Faisalabad,73.07780938,31.45571646,Travel & Lodging,Travel Agencies,Tour agency,5,4,32.57,Unknown,34.55666667,36.44604167,76.39257143,23.24314286,36.35619048,15.75,100,12,Friday,26.07838059
2547,Faisalabad Rent A Car,Pakistan,Faisalabad,73.10348391,31.41903843,Travel & Lodging,Travel Agencies,Travel agency,4.6,5,22.86,Unknown,63.97033333,67.92395833,66.30885714,77.51028571,59.02833333,61.14160714,93.78,18,Saturday,10.62971609
2548,Flying 3M International Travel And Tours.,Pakistan,Faisalabad,73.03778662,31.37102064,Travel & Lodging,Travel Agencies,Travel agency,5,2,29.71,Unknown,63.73775,67.368125,63.98514286,77.62942857,59.42285714,61.24875,99.16,18,Saturday,10.80873809
2549,MO RENT A CAR & TOUR PRIVATE LIMITED,UC-4 Hyderi,Karachi,67.04003743,24.93537251,Travel & Lodging,Travel Agencies,Travel agency,5,67,21.17,Unknown,33.51183333,37.301875,76.13371429,22.56771429,36.58738095,14.65517857,100,13,Friday,26.56443728
2550,Welcome Events & Destinations,Pakistan,Lahore,74.33561542,31.53112353,Travel & Lodging,Travel Agencies,Travel agency,4.5,8,32.83,Unknown,63.58808333,67.39979167,63.702,78.67942857,59.05333333,60.75303571,100,18,Friday,11.22507678
2551,Divine Fly,South Asia,Skardu,75.60378983,35.29474933,Travel & Lodging,Travel Agencies,Travel agency,5,24,32.43,Unknown,54.89191667,56.914375,57.97371429,71.48771429,48.1852381,49.35696429,91.23,18,Saturday,12.19957391
2552,Burewala Travel & Tour's,Punjab,Burewala,72.69215974,30.15906134,Travel & Lodging,Travel Agencies,Travel agency,5,12,31.29,Unknown,40.30883333,43.84958333,77.878,42.01428571,37.22190476,21.11232143,100,13,Friday,23.59917115
2553,Kashmir travels & rent a car,Rawalpindi Tehsil,Rawalpindi,73.01046275,33.55800815,Travel & Lodging,Travel Agencies,Travel agency,5,28,17.29,Unknown,33.705,36.80958333,74.704,24.16457143,36.03595238,14.95625,100,13,Friday,25.87320107
2554,AL-Hijra Travel and Tours,Swabi,Ismaila,72.24005662,34.22806635,Travel & Lodging,Travel Agencies,Airline ticket agency,4.4,7,27.86,Unknown,54.5915,57.14583333,58.14371429,69.74114286,47.90380952,50.10803571,89.81,18,Saturday,11.42919015
2555,Karakorum Expeditions,Islamabad Capital Territory,Islamabad,73.15208335,33.68041733,Travel & Lodging,Travel Agencies,Tour operator,4.7,21,39.29,Unknown,40.59033333,42.45958333,77.02828571,39.406,36.95428571,22.88607143,100,13,Friday,22.7964557
2556,Checkin.pk,Punjab,Lahore,74.33710016,31.55708227,Travel & Lodging,Travel Agencies,Travel agency,4.4,46,24.86,Unknown,53.16958333,57.536875,56.49828571,70.54657143,46.61714286,48.88625,91.18,18,Friday,12.37393466
2557,KARWAN-E-USMANIA,Pakistan,Lahore,74.26012277,31.48533435,Travel & Lodging,Travel Agencies,Travel agency,1,1,23.43,Unknown,54.51858333,57.51270833,58.71428571,70.246,48.32047619,49.28160714,92.35,19,Friday,11.82918249
2558,Snow Lake Adventure,Islamabad Capital Territory,Islamabad,73.06326345,33.71206874,Travel & Lodging,Travel Agencies,Tourist information center,5,1,31.17,Unknown,40.87683333,42.82520833,78.024,40.28171429,38.13547619,21.75785714,100,14,Friday,23.09945278
2559,Nauman International Travels,Punjab,Chakwal,72.86028156,32.93289822,Travel & Lodging,Travel Agencies,Travel agency,5,2,32.29,Unknown,54.40666667,56.29416667,57.49914286,69.43514286,46.83666667,50.37642857,86.45,18,Saturday,11.82313698
2560,The Journeyer Tourism,Pakistan,Lahore,74.26395141,31.44395283,Travel & Lodging,Travel Agencies,Travel agency,5,2,41.14,Unknown,34.32708333,36.32354167,75.64228571,22.38142857,37.80333333,15.07517857,100,12,Saturday,26.29664082
2561,XPRESS HOLIDAYS - Best Umrah Travel & Tour Agency Near by in Karachi,UC-10 Pehalwan Goth,Karachi,67.13670896,24.93055978,Travel & Lodging,Travel Agencies,Travel agency,5,18,28.29,Unknown,40.09125,43.520625,77.99457143,39.54,37.41428571,21.69339286,100,14,Friday,23.18718372
2562,Islamabad Riders,Islamabad Capital Territory,Islamabad,73.01043552,33.69549983,Travel & Lodging,Travel Agencies,Sport tour agency,5,9,33,Unknown,39.48483333,41.72833333,78.21657143,39.16342857,36.43285714,19.69035714,100,14,Saturday,23.73387832
2563,Burraq Travelers & Tourism Services Pvt Ltd.,South Asia,Kotli,73.90020141,33.51717059,Travel & Lodging,Travel Agencies,Travel agency,4.3,3,29.17,Unknown,33.2015,36.40645833,74.47085714,21.58828571,35.93738095,15.36160714,100,13,Friday,26.05488677
2564,Kashmir Commercial Complex,Islamabad Capital Territory,Islamabad,73.07279829,33.7190891,Travel & Lodging,Travel Agencies,Travel agency,4.3,104,51.86,People typically spend up to 4 hours here,53.77541667,57.79583333,57.50028571,69.30742857,46.97142857,50.28892857,91,20,Saturday,11.96080497
2565,AL-IZZAH Aviation معیاری عمرہ سروس,Punjab,Fateh Jang,72.64073459,33.56844114,Travel & Lodging,Travel Agencies,Travel agency,4.8,10,23.71,Unknown,33.81433333,36.76666667,74.10228571,22.89885714,36.37952381,16.06321429,100,13,Friday,25.44742894
2566,Skardu Rent A Car,South Asia,Skardu,75.63225358,35.28955118,Travel & Lodging,Travel Agencies,Tour operator,5,3,32,Unknown,40.42608333,41.86541667,78.12371429,40.31885714,36.22095238,21.31964286,100,14,Friday,23.63919805
2567,KARWAN-E-KHURASAN TRAVEL & TOURS (PVT) LTD,Tank Tehsil,Tank,70.38638631,32.20955042,Travel & Lodging,Travel Agencies,Travel agency,4.8,25,37.71,Unknown,34.21441667,35.96604167,74.06857143,22.45628571,36.90142857,16.14053571,100,13,Saturday,25.57413298
2568,Umer Movers And Cargo Services,Azizabad,Rawalpindi,73.02455587,33.5876129,Travel & Lodging,Travel Agencies,Transportation service,4.4,33,28.14,Unknown,33.63408333,35.77083333,75.678,22.15514286,35.19333333,15.19303571,100,13,Friday,25.89487966
2569,Dua Travels Lodhran,Pakistan,Lodhrān,71.62649035,29.53527368,Travel & Lodging,Travel Agencies,Travel agency,4.1,21,33.29,Unknown,53.88925,58.01916667,56.99628571,69.32857143,47.76142857,50.43357143,88.67,18,Friday,11.27337401
2570,Tour Maker,Pakistan,Lahore,74.30162095,31.47307781,Travel & Lodging,Travel Agencies,Tour agency,3.7,3,34.5,Unknown,40.93883333,41.40708333,78.42257143,41.83142857,35.60928571,21.35214286,100,14,Friday,23.71088399
2571,Travel With Zohaib Khan,Punjab,Lahore,74.27318144,31.46107034,Travel & Lodging,Travel Agencies,Travel agency,4,51,54.17,Unknown,54.14883333,57.415,55.806,70.75171429,48.705,49.61875,90.66,18,Saturday,11.19323323
2572,Care Fly Medical Tourism,Islamabad Capital Territory,Islamabad,73.03870444,33.71129988,Travel & Lodging,Travel Agencies,Tour agency,5,2,33.8,Unknown,39.79441667,42.55208333,77.16771429,38.74485714,36.22428571,22.13339286,100,15,Saturday,22.68734367
2573,Bin Ahmad Travels & Tours,Punjab,Lahore,74.25806368,31.40093264,Travel & Lodging,Travel Agencies,Travel agency,4.9,40,21.83,Unknown,63.23025,67.51708333,65.22314286,77.04485714,57.7252381,61.15375,96.85,20,Friday,10.76774263
2574,Gill's tourists group,Upper Mall Scheme,Lahore,74.35444926,31.54566956,Travel & Lodging,Travel Agencies,Travel agency,5,1,31.17,Unknown,40.30975,42.385,77.90742857,38.58914286,36.74547619,22.33857143,100,14,Saturday,22.87903908
2575,Travel Deals,Shadman,Lahore,74.32112193,31.5313377,Travel & Lodging,Travel Agencies,Travel agency,4.9,13,34,Unknown,33.95841667,34.90270833,74.21942857,22.64885714,35.44,15.56196429,100,13,Friday,25.86880475
2576,IVS Islamabad Visa Services,Islamabad Capital Territory,Islamabad,73.05343712,33.72104677,Travel & Lodging,Travel Agencies,Travel agency,5,22,30.29,Unknown,33.90175,35.755,75.78942857,22.77342857,35.82952381,14.81982143,100,12,Friday,26.41877631
2577,Beyond Blue Travel & Tours,Pakistan,Lahore,74.34807889,31.51334178,Travel & Lodging,Travel Agencies,Travel agency,4.7,3,35.17,Unknown,34.14958333,35.24645833,73.69828571,22.856,36.00142857,16.04142857,100,12,Friday,25.19703729
2578,Mid-Life Journey's,Sector 2,Islamabad,73.13337919,33.59037085,Travel & Lodging,Travel Agencies,Tour operator,4.9,11,23.57,Unknown,33.75675,35.67583333,74.57914286,20.99428571,35.43142857,16.60821429,100,13,Friday,25.69774412
2579,Ambassador Travel & Tours (Pvt) Ltd,Punjab,III,74.34244982,31.51640795,Travel & Lodging,Travel Agencies,Airline ticket agency,5,10,30.17,Unknown,33.96033333,35.26375,74.988,22.81885714,34.83952381,15.73928571,100,13,Friday,26.03027773
2580,Four Star Goods Transport Services,Punjab,Lahore,74.27504179,31.57264992,Travel & Lodging,Travel Agencies,Transportation service,4,4,27.67,Unknown,39.74691667,43.87416667,76.80085714,39.66857143,38.31880952,21.24589286,100,14,Friday,23.12549595
2581,Alpine Trekkers and Tours,Islamabad Capital Territory,Islamabad,73.04383918,33.6919793,Travel & Lodging,Travel Agencies,Tour operator,4.4,8,27.43,Unknown,34.80416667,35.52958333,74.34714286,24.47514286,36.97166667,15.54160714,100,14,Friday,25.72431035
2582,Z Travel & Tourism,Pakistan,Faisalabad,73.11427692,31.41148472,Travel & Lodging,Travel Agencies,Travel agency,5,4,22.17,Unknown,33.9515,36.598125,75.91314286,21.74,35.80809524,16.23375,100,13,Friday,25.91758599
2583,Gujranwala Faisalabad Goods Transport company,Rashidpura,Lahore,74.40045677,31.59179621,Travel & Lodging,Travel Agencies,Transportation service,5,1,30.14,Unknown,39.9655,42.13083333,79.18714286,39.47057143,35.88190476,20.68,100,15,Friday,24.16119907
2584,Tervaiz Cargo Services,Punjab,Lahore,74.35834553,31.58126131,Travel & Lodging,Travel Agencies,Transportation service,4.9,16,34,Unknown,53.93191667,56.67583333,57.90257143,70.22342857,46.28428571,49.35571429,90.09,19,Saturday,11.946493
2585,REHAFS,UC-1 Kalyan,Karachi,67.0501872,24.98196368,Travel & Lodging,Travel Agencies,Tour operator,3.5,16,26.71,Unknown,34.6025,36.781875,76.04571429,22.89742857,36.09619048,16.76392857,100,13,Friday,25.5034433
2586,New Mustafa Travel & Tours,Qila Gujjar Singh,Lahore,74.32908567,31.56470749,Travel & Lodging,Travel Agencies,Travel agency,5,5,25.17,Unknown,34.41975,35.32416667,74.65142857,23.74542857,36.68095238,15.02571429,100,14,Friday,25.31470342
2587,Trek Hub PK,Pakistan,Lahore,74.2987626,31.59124513,Travel & Lodging,Travel Agencies,Travel agency,4.7,3,37.57,Unknown,34.05758333,34.94166667,75.74771429,22.49057143,35.44690476,14.94642857,100,12,Friday,26.23806157
2588,Zeeshan Air Services,Punjab,Chakwal,72.85620089,32.9326124,Travel & Lodging,Travel Agencies,Travel agency,4.6,28,28.71,Unknown,63.87858333,66.42145833,64.79085714,77.68257143,58.1902381,61.12678571,97.69,19,Saturday,11.23717995
2589,Chishtia Logistics,Pakistan,Lahore,74.14829415,31.3691855,Travel & Lodging,Travel Agencies,Transportation service,4.1,32,37,Unknown,33.99383333,35.27520833,74.92885714,21.91714286,36.57642857,15.11875,100,13,Friday,26.33260042
2590,Karachi Hotels,UC-5 Mehmoodabad,Karachi,67.07883838,24.85934221,Travel & Lodging,Travel Agencies,Travel agency,4.1,11,29.14,Unknown,34.36925,36.03229167,74.68628571,23.57085714,37.06285714,15.32535714,100,13,Saturday,25.75378409
2591,Umair Movers,UC-10 Pehalwan Goth,Karachi,67.13254424,24.90726312,Travel & Lodging,Travel Agencies,Transportation service,3.6,49,38.57,Unknown,40.4675,42.208125,77.352,38.73714286,37.92690476,21.89357143,100,13,Friday,22.51528394
2592,AA TRAVELS,Saddar Town,Karachi,67.03542588,24.84461017,Travel & Lodging,Travel Agencies,Travel agency,5,2,29,Unknown,54.112,55.695625,56.28542857,68.64857143,48.515,49.22339286,84.6,18,Saturday,10.99578366
2593,Muhammad Fahad,Pakistan,Kasur,74.46460529,31.11372213,Travel & Lodging,Travel Agencies,Transportation service,1,1,30.57,Unknown,34.706,36.64541667,75.42057143,22.36342857,37.95333333,16.20035714,100,13,Friday,25.8769426
2594,Trip makers,Sindh,Karachi,67.06483467,24.83282857,Travel & Lodging,Travel Agencies,Travel agency,5,3,26.17,Unknown,34.04158333,36.28916667,72.92371429,23.88828571,35.71238095,16.75946429,96.76,12,Saturday,24.53407404
2595,Haider Travel and Tours Group of Companies Pvt. Ltd.,Pakistan,Muzaffargarh,71.18447252,30.08169095,Travel & Lodging,Travel Agencies,Travel agency,3.5,2,34.86,Unknown,34.69508333,35.773125,74.91857143,23.35085714,36.26619048,16.39125,97.44,13,Friday,25.75964571
2596,Khawaja Enterprises Travels & Tours,Pakistan,Lodhrān,71.62614735,29.53933524,Travel & Lodging,Travel Agencies,Travel agency,4.6,9,37.71,Unknown,34.34283333,36.98395833,76.54428571,24.19028571,35.17190476,15.95428571,100,13,Saturday,26.00032823
2597,Hattar Travels,Pakistan,Lodhrān,71.62649035,29.53527344,Travel & Lodging,Travel Agencies,Travel agency,5,3,28.14,Unknown,40.53116667,41.60541667,77.78542857,41.08257143,37.20190476,20.32035714,95.17,14,Friday,23.28196763
2598,M.A Travels and tours,Toba Tek Singh District,GB,72.58622829,30.89660229,Travel & Lodging,Travel Agencies,Travel agency,4,1,31,Unknown,40.1765,41.40916667,77.94114286,37.81828571,35.76785714,22.41053571,100,13,Friday,23.29905211
2599,Yango DHA Office,Sindh,Karachi,67.06575124,24.83243379,Travel & Lodging,Travel Agencies,Transportation escort service,3.8,84,52.29,People typically spend up to 3 hours here,40.32891667,43.28854167,76.64314286,40.98771429,37.92261905,21.56232143,98.91,14,Friday,22.89604479
2600,PAK TRIPS,Pakistan,Lahore,74.40095465,31.54893446,Travel & Lodging,Travel Agencies,Tourist information center,5,6,21.86,Unknown,34.9685,36.33958333,75.48571429,22.28142857,37.65190476,16.73732143,100,12,Friday,25.62635815
2601,Noor ul Harmain Travel & Tours,UC-9 Awami Colony,Karachi,67.17990974,24.83859458,Travel & Lodging,Travel Agencies,Travel agency,4.3,107,48.5,People typically spend up to 1 hour here,63.67791667,68.25583333,64.83314286,78.46714286,58.77166667,61.31625,95.37,19,Friday,10.92469056
2602,Trango Adventure,Skardu,Skardu,75.60563745,35.29506949,Travel & Lodging,Travel Agencies,Tour operator,4.8,71,25.86,Unknown,63.82366667,66.25895833,65.22,76.56457143,58.43333333,61.11803571,97.23,20,Saturday,10.17347939
2603,Speedo Bus stop,Punjab,Lahore,74.31806031,31.54378131,Travel & Lodging,Travel Agencies,Transportation service,4.3,192,41,Unknown,63.64616667,66.92979167,66.08114286,77.152,57.34261905,61.22535714,95.85,19,Friday,11.22357205
2604,AL FIRDOUS TRAVEL & TOURS,Kotli,Kotli,73.90033026,33.51310813,Travel & Lodging,Travel Agencies,Airline ticket agency,5,77,30.5,Unknown,40.53758333,42.03729167,78.08885714,39.38285714,37.51142857,21.34482143,100,13,Saturday,23.48003586
2605,Step Travel and Tours,Rawalpindi Tehsil,Rawalpindi,73.08806127,33.65131676,Travel & Lodging,Travel Agencies,Tour operator,5,9,27.71,Unknown,33.65216667,36.080625,75.57742857,21.17,35.78190476,15.73446429,100,13,Friday,26.37514622
2606,Faremakers Head Office,Pakistan,Lahore,74.33785441,31.51617017,Travel & Lodging,Travel Agencies,Travel agency,4.1,64,37.33,Unknown,54.32966667,58.11208333,58.786,70.76257143,48.10428571,49.185,87.48,18,Friday,11.94830602
2607,SIRANI TRAVEL AND TOURS IATA,Punjab,Liāqatpur,70.94929282,28.9371151,Travel & Lodging,Travel Agencies,Travel agency,4.7,3,21.43,Unknown,40.33641667,41.18708333,76.89457143,38.85028571,36.51404762,22.01232143,95.31,15,Saturday,22.7168584
2608,PSP - Dispatch Services,Punjab,Lahore,74.25938924,31.46880912,Travel & Lodging,Travel Agencies,Transportation service,4.5,2,25.17,Unknown,53.65775,57.29,57.696,69.11428571,48.45071429,48.49214286,91.33,18,Saturday,11.75877462
2609,House of Polani - Bahadurabad,UC-2 Civic Center,Karachi,67.0695503,24.88373834,Travel & Lodging,Travel Agencies,Travel agency,4.3,43,50.71,People typically spend up to 1 hour here,39.62075,43.59354167,77.60057143,38.50314286,37.63404762,21.47714286,100,15,Friday,23.09825108
2610,Usama Wah Travels (Pvt) Ltd,Attock,Wah,72.71598146,33.73712173,Travel & Lodging,Travel Agencies,Tour operator,5,32,25.57,Unknown,34.21975,35.02791667,75.70342857,21.19742857,35.46071429,16.19339286,100,12,Friday,26.28728242
2611,C-SHIPS Cruises,UC-1 Bhutta Village,Karachi,66.97957934,24.82993117,Travel & Lodging,Cruises & Ferries,Cruise agency,4.2,5,42.57,Unknown,33.75383333,36.91833333,76.63142857,23.12428571,34.31357143,15.89142857,100,13,Friday,26.32360437
2612,Mount Travel and Tour,Skardu,Skardu,75.62369683,35.2837948,Travel & Lodging,Travel Agencies,Tour operator,5,18,31.29,Unknown,63.24416667,67.33958333,64.51457143,77.51714286,58.56357143,60.55035714,92.01,17,Friday,10.97619807
2613,Skardu Ventures (Travel & Tours),South Asia,Skardu,75.63275555,35.28818319,Travel & Lodging,Travel Agencies,Airline ticket agency,5,77,33.71,Unknown,34.49083333,35.83020833,74.97571429,24.062,36.12380952,15.62910714,100,13,Friday,25.64066083
2614,Tour De Swat,Swat Tehsil,Mingora,72.37337176,34.79138138,Travel & Lodging,Travel Agencies,Tourist information center,4.9,193,30.86,Unknown,34.56708333,35.85270833,75.286,25.13,34.93952381,15.83857143,100,13,Saturday,25.48800328
2615,Zaad e Rah Travel and Tours (Pvt) Ltd,Pakistan,Lahore,74.29874653,31.47034083,Travel & Lodging,Travel Agencies,Travel agency,4.1,9,31.86,Unknown,33.82291667,35.80791667,74.88257143,21.17885714,36.09761905,16.05857143,100,12,Friday,25.66221525
2616,Al Rafay Rent A Car,Punjab,Lahore,74.26106959,31.47241561,Travel & Lodging,Travel Agencies,Transportation service,5,7,33.14,Unknown,40.90533333,42.88520833,79.32914286,39.77142857,36.72833333,22.42892857,100,13,Friday,23.2233335
2617,Malik Brother's Transports Services,UC-2 Sir Syed,Karachi,67.06346255,24.96561326,Travel & Lodging,Travel Agencies,Transportation service,4.7,10,34.29,Unknown,33.73325,35.6875,76.366,21.76828571,35.22,15.12589286,100,13,Friday,26.58900735
2618,Golden Trip Tours & Travels,UC-1 Model Colony,Karachi,67.18320445,24.90119773,Travel & Lodging,Travel Agencies,Travel agency,4.1,43,36.86,Unknown,53.55808333,57.289375,56.26171429,70.606,47.6397619,48.85035714,92.41,17,Friday,11.79980196
2619,Lajpal Travel And Tours Dargah Hussain Abad Sharif Qamber,Qambar Shahdadkot,Qambar,67.99567525,27.59862897,Travel & Lodging,Travel Agencies,Travel agency,4.3,25,33.83,People typically spend up to 1.5 hours here,33.70916667,35.92229167,75.56228571,21.70971429,35.31357143,15.74428571,100,12,Friday,25.98238919
2620,Shaheen Transport,Pakistan,Pasni,63.46864953,25.26326835,Travel & Lodging,Travel Agencies,Transportation service,4.5,4,43.86,Unknown,54.57625,58.55833333,59.84685714,70.89971429,47.85428571,49.53464286,89.33,16,Saturday,12.12918449
2621,Paragon Travels,UC-9 Gulshan-e-iqbal 2,Karachi,67.09029013,24.92335862,Travel & Lodging,Travel Agencies,Tour operator,4.4,206,32.57,Unknown,34.40441667,36.41708333,75.57114286,23.88628571,36.49809524,15.40392857,100,12,Friday,25.70863345
2622,Inayat Travels Swat,Swat Tehsil,Swat,72.28386092,34.79257769,Travel & Lodging,Travel Agencies,Travel agency,4.6,25,35.5,Unknown,53.671,58.47625,57.73857143,69.872,47.88571429,49.46089286,89.81,18,Friday,11.97811128
